,feature_is_filtered,feature_name,feature_reference,feature_biotype,feature_length,feature_type,ensembl_id
ENSG00000287950,False,ENSG00000287950,NCBITaxon:9606,gene,2486,lncRNA,ENSG00000287950
ENSG00000100567,False,PSMA3,NCBITaxon:9606,gene,654,protein_coding,ENSG00000100567
ENSG00000233559,False,LINC00513,NCBITaxon:9606,gene,804,lncRNA,ENSG00000233559
ENSG00000120688,False,WBP4,NCBITaxon:9606,gene,2388,protein_coding,ENSG00000120688
ENSG00000261170,False,ENSG00000261170,NCBITaxon:9606,gene,877,lncRNA,ENSG00000261170
ENSG00000286897,False,ENSG00000286897,NCBITaxon:9606,gene,754,lncRNA,ENSG00000286897
ENSG00000240065,False,PSMB9,NCBITaxon:9606,gene,1017,protein_coding,ENSG00000240065
ENSG00000103342,False,GSPT1,NCBITaxon:9606,gene,1196,protein_coding,ENSG00000103342
ENSG00000145780,False,FEM1C,NCBITaxon:9606,gene,5697,protein_coding,ENSG00000145780
ENSG00000254694,False,ENSG00000254694,NCBITaxon:9606,gene,362,lncRNA,ENSG00000254694
ENSG00000214782,False,MS4A18,NCBITaxon:9606,gene,2318,protein_coding,ENSG00000214782
ENSG00000184500,False,PROS1,NCBITaxon:9606,gene,2725,protein_coding,ENSG00000184500
ENSG00000279072,False,ENSG00000279072,NCBITaxon:9606,gene,12392,lncRNA,ENSG00000279072
ENSG00000164045,False,CDC25A,NCBITaxon:9606,gene,777,protein_coding,ENSG00000164045
ENSG00000080822,False,CLDND1,NCBITaxon:9606,gene,778,protein_coding,ENSG00000080822
ENSG00000163376,False,KBTBD8,NCBITaxon:9606,gene,568,protein_coding,ENSG00000163376
ENSG00000100228,False,RAB36,NCBITaxon:9606,gene,936,protein_coding,ENSG00000100228
ENSG00000119397,False,CNTRL,NCBITaxon:9606,gene,3168,protein_coding,ENSG00000119397
ENSG00000287549,False,ENSG00000287549,NCBITaxon:9606,gene,961,lncRNA,ENSG00000287549
ENSG00000170209,False,ANKK1,NCBITaxon:9606,gene,1530,protein_coding,ENSG00000170209
ENSG00000129515,False,SNX6,NCBITaxon:9606,gene,851,protein_coding,ENSG00000129515
ENSG00000263105,False,ENSG00000263105,NCBITaxon:9606,gene,575,lncRNA,ENSG00000263105
ENSG00000226599,False,ENSG00000226599,NCBITaxon:9606,gene,614,lncRNA,ENSG00000226599
ENSG00000182518,False,VCF2,NCBITaxon:9606,gene,1139,protein_coding,ENSG00000182518
ENSG00000165490,False,DDIAS,NCBITaxon:9606,gene,879,protein_coding,ENSG00000165490
ENSG00000286526,False,ENSG00000286526,NCBITaxon:9606,gene,1128,lncRNA,ENSG00000286526
ENSG00000049246,False,PER3,NCBITaxon:9606,gene,1524,protein_coding,ENSG00000049246
ENSG00000132254,False,ARFIP2,NCBITaxon:9606,gene,1365,protein_coding,ENSG00000132254
ENSG00000171488,False,LRRC8C,NCBITaxon:9606,gene,2414,protein_coding,ENSG00000171488
ENSG00000084774,False,CAD,NCBITaxon:9606,gene,748,protein_coding,ENSG00000084774
ENSG00000255801,False,ENSG00000255801,NCBITaxon:9606,gene,543,lncRNA,ENSG00000255801
ENSG00000008323,False,PLEKHG6,NCBITaxon:9606,gene,1553,protein_coding,ENSG00000008323
ENSG00000170903,False,MSANTD4,NCBITaxon:9606,gene,948,protein_coding,ENSG00000170903
ENSG00000103168,False,TAF1C,NCBITaxon:9606,gene,1140,protein_coding,ENSG00000103168
ENSG00000259463,False,ENSG00000259463,NCBITaxon:9606,gene,414,lncRNA,ENSG00000259463
ENSG00000196408,False,NOXO1,NCBITaxon:9606,gene,1144,protein_coding,ENSG00000196408
ENSG00000123119,False,NECAB1,NCBITaxon:9606,gene,736,protein_coding,ENSG00000123119
ENSG00000162814,False,SPATA17,NCBITaxon:9606,gene,847,protein_coding,ENSG00000162814
ENSG00000262712,False,ENSG00000262712,NCBITaxon:9606,gene,1949,lncRNA,ENSG00000262712
ENSG00000226800,False,CACTIN-AS1,NCBITaxon:9606,gene,312,lncRNA,ENSG00000226800
ENSG00000268635,False,ENSG00000268635,NCBITaxon:9606,gene,3660,lncRNA,ENSG00000268635
ENSG00000160183,False,TMPRSS3,NCBITaxon:9606,gene,2402,protein_coding,ENSG00000160183
ENSG00000285888,False,ENSG00000285888,NCBITaxon:9606,gene,1644,lncRNA,ENSG00000285888
ENSG00000182180,False,MRPS16,NCBITaxon:9606,gene,866,protein_coding,ENSG00000182180
ENSG00000169019,False,COMMD8,NCBITaxon:9606,gene,997,protein_coding,ENSG00000169019
ENSG00000196218,False,RYR1,NCBITaxon:9606,gene,15184,protein_coding,ENSG00000196218
ENSG00000229953,False,BCAN-AS2,NCBITaxon:9606,gene,633,lncRNA,ENSG00000229953
ENSG00000084754,False,HADHA,NCBITaxon:9606,gene,2688,protein_coding,ENSG00000084754
ENSG00000226067,False,LINC00623,NCBITaxon:9606,gene,908,lncRNA,ENSG00000226067
ENSG00000166887,False,VPS39,NCBITaxon:9606,gene,611,protein_coding,ENSG00000166887
ENSG00000145113,False,MUC4,NCBITaxon:9606,gene,3963,protein_coding,ENSG00000145113
ENSG00000225921,False,NOL7,NCBITaxon:9606,gene,920,protein_coding,ENSG00000225921
ENSG00000198046,False,ZNF667,NCBITaxon:9606,gene,3832,protein_coding,ENSG00000198046
ENSG00000169180,False,XPO6,NCBITaxon:9606,gene,588,protein_coding,ENSG00000169180
ENSG00000286488,False,ENSG00000286488,NCBITaxon:9606,gene,2221,lncRNA,ENSG00000286488
ENSG00000164011,False,ZNF691,NCBITaxon:9606,gene,1683,protein_coding,ENSG00000164011
ENSG00000227528,False,DIAPH3-AS1,NCBITaxon:9606,gene,606,lncRNA,ENSG00000227528
ENSG00000156564,False,LRFN2,NCBITaxon:9606,gene,2897,protein_coding,ENSG00000156564
ENSG00000157045,False,NTAN1,NCBITaxon:9606,gene,702,protein_coding,ENSG00000157045
ENSG00000115649,False,CNPPD1,NCBITaxon:9606,gene,1586,protein_coding,ENSG00000115649
ENSG00000154080,False,CHST9,NCBITaxon:9606,gene,2043,protein_coding,ENSG00000154080
ENSG00000184672,False,RALYL,NCBITaxon:9606,gene,1684,protein_coding,ENSG00000184672
ENSG00000169592,False,INO80E,NCBITaxon:9606,gene,881,protein_coding,ENSG00000169592
ENSG00000185418,False,TARS3,NCBITaxon:9606,gene,1916,protein_coding,ENSG00000185418
ENSG00000163705,False,FANCD2OS,NCBITaxon:9606,gene,428,protein_coding,ENSG00000163705
ENSG00000139835,False,GRTP1,NCBITaxon:9606,gene,1294,protein_coding,ENSG00000139835
ENSG00000250615,False,ENSG00000250615,NCBITaxon:9606,gene,385,lncRNA,ENSG00000250615
ENSG00000260160,False,ENSG00000260160,NCBITaxon:9606,gene,675,lncRNA,ENSG00000260160
ENSG00000164331,False,ANKRA2,NCBITaxon:9606,gene,651,protein_coding,ENSG00000164331
ENSG00000101333,False,PLCB4,NCBITaxon:9606,gene,5205,protein_coding,ENSG00000101333
ENSG00000254456,False,LINC02699,NCBITaxon:9606,gene,554,lncRNA,ENSG00000254456
ENSG00000251173,False,UCHL1-DT,NCBITaxon:9606,gene,521,lncRNA,ENSG00000251173
ENSG00000116701,False,NCF2,NCBITaxon:9606,gene,2181,protein_coding,ENSG00000116701
ENSG00000109445,False,ZNF330,NCBITaxon:9606,gene,784,protein_coding,ENSG00000109445
ENSG00000164008,False,C1orf50,NCBITaxon:9606,gene,652,protein_coding,ENSG00000164008
ENSG00000264739,False,ENSG00000264739,NCBITaxon:9606,gene,2166,lncRNA,ENSG00000264739
ENSG00000186648,False,CARMIL3,NCBITaxon:9606,gene,3491,protein_coding,ENSG00000186648
ENSG00000213901,False,SLC23A3,NCBITaxon:9606,gene,694,protein_coding,ENSG00000213901
ENSG00000277270,False,ENSG00000277270,NCBITaxon:9606,gene,2118,lncRNA,ENSG00000277270
ENSG00000164649,False,CDCA7L,NCBITaxon:9606,gene,804,protein_coding,ENSG00000164649
ENSG00000188338,False,SLC38A3,NCBITaxon:9606,gene,584,protein_coding,ENSG00000188338
ENSG00000172053,False,QARS1,NCBITaxon:9606,gene,685,protein_coding,ENSG00000172053
ENSG00000260121,False,ENSG00000260121,NCBITaxon:9606,gene,1845,lncRNA,ENSG00000260121
ENSG00000154646,False,TMPRSS15,NCBITaxon:9606,gene,754,protein_coding,ENSG00000154646
ENSG00000136696,False,IL36B,NCBITaxon:9606,gene,1120,protein_coding,ENSG00000136696
ENSG00000168488,False,ATXN2L,NCBITaxon:9606,gene,778,protein_coding,ENSG00000168488
ENSG00000188517,False,COL25A1,NCBITaxon:9606,gene,2587,protein_coding,ENSG00000188517
ENSG00000261654,False,ENSG00000261654,NCBITaxon:9606,gene,5985,lncRNA,ENSG00000261654
ENSG00000187527,False,ATP13A5,NCBITaxon:9606,gene,2006,protein_coding,ENSG00000187527
ENSG00000234471,False,ENSG00000234471,NCBITaxon:9606,gene,530,lncRNA,ENSG00000234471
ENSG00000171224,False,FAM241B,NCBITaxon:9606,gene,746,protein_coding,ENSG00000171224
ENSG00000176641,False,RNF152,NCBITaxon:9606,gene,682,protein_coding,ENSG00000176641
ENSG00000163939,False,PBRM1,NCBITaxon:9606,gene,4385,protein_coding,ENSG00000163939
ENSG00000267065,False,LINC02080,NCBITaxon:9606,gene,3085,lncRNA,ENSG00000267065
ENSG00000287398,False,ENSG00000287398,NCBITaxon:9606,gene,790,lncRNA,ENSG00000287398
ENSG00000170236,False,USP50,NCBITaxon:9606,gene,678,protein_coding,ENSG00000170236
ENSG00000164258,False,NDUFS4,NCBITaxon:9606,gene,615,protein_coding,ENSG00000164258
ENSG00000226846,False,LINC00348,NCBITaxon:9606,gene,1071,lncRNA,ENSG00000226846
ENSG00000197506,False,SLC28A3,NCBITaxon:9606,gene,2738,protein_coding,ENSG00000197506
ENSG00000081014,False,AP4E1,NCBITaxon:9606,gene,4024,protein_coding,ENSG00000081014
ENSG00000064309,False,CDON,NCBITaxon:9606,gene,3571,protein_coding,ENSG00000064309
ENSG00000177757,False,FAM87B,NCBITaxon:9606,gene,1960,lncRNA,ENSG00000177757
ENSG00000130307,False,USHBP1,NCBITaxon:9606,gene,593,protein_coding,ENSG00000130307
ENSG00000183778,False,B3GALT5,NCBITaxon:9606,gene,1455,protein_coding,ENSG00000183778
ENSG00000274414,False,ENSG00000274414,NCBITaxon:9606,gene,2335,lncRNA,ENSG00000274414
ENSG00000171217,False,CLDN20,NCBITaxon:9606,gene,1209,protein_coding,ENSG00000171217
ENSG00000160219,False,GAB3,NCBITaxon:9606,gene,3972,protein_coding,ENSG00000160219
ENSG00000286970,False,ENSG00000286970,NCBITaxon:9606,gene,4263,lncRNA,ENSG00000286970
ENSG00000196655,False,TRAPPC4,NCBITaxon:9606,gene,833,protein_coding,ENSG00000196655
ENSG00000166033,False,HTRA1,NCBITaxon:9606,gene,1665,protein_coding,ENSG00000166033
ENSG00000105849,False,POLR1F,NCBITaxon:9606,gene,2160,protein_coding,ENSG00000105849
ENSG00000230695,False,FN1-DT,NCBITaxon:9606,gene,636,lncRNA,ENSG00000230695
ENSG00000127533,False,F2RL3,NCBITaxon:9606,gene,1973,protein_coding,ENSG00000127533
ENSG00000254042,False,SLIT3-AS2,NCBITaxon:9606,gene,2408,lncRNA,ENSG00000254042
ENSG00000140043,False,PTGR2,NCBITaxon:9606,gene,2543,protein_coding,ENSG00000140043
ENSG00000129003,False,VPS13C,NCBITaxon:9606,gene,5128,protein_coding,ENSG00000129003
ENSG00000146006,False,LRRTM2,NCBITaxon:9606,gene,1570,protein_coding,ENSG00000146006
ENSG00000253901,False,ENSG00000253901,NCBITaxon:9606,gene,671,lncRNA,ENSG00000253901
ENSG00000257449,False,ENSG00000257449,NCBITaxon:9606,gene,490,lncRNA,ENSG00000257449
ENSG00000132170,False,PPARG,NCBITaxon:9606,gene,1682,protein_coding,ENSG00000132170
ENSG00000273493,False,ENSG00000273493,NCBITaxon:9606,gene,154,lncRNA,ENSG00000273493
ENSG00000244491,False,ENSG00000244491,NCBITaxon:9606,gene,461,lncRNA,ENSG00000244491
ENSG00000249362,False,LINC02488,NCBITaxon:9606,gene,729,lncRNA,ENSG00000249362
ENSG00000186118,False,TEX38,NCBITaxon:9606,gene,738,protein_coding,ENSG00000186118
ENSG00000256087,False,ZNF432,NCBITaxon:9606,gene,764,protein_coding,ENSG00000256087
ENSG00000230314,False,ELOVL2-AS1,NCBITaxon:9606,gene,1811,lncRNA,ENSG00000230314
ENSG00000139350,False,NEDD1,NCBITaxon:9606,gene,600,protein_coding,ENSG00000139350
ENSG00000275580,False,ENSG00000275580,NCBITaxon:9606,gene,647,lncRNA,ENSG00000275580
ENSG00000187122,False,SLIT1,NCBITaxon:9606,gene,1695,protein_coding,ENSG00000187122
ENSG00000260349,False,ENSG00000260349,NCBITaxon:9606,gene,731,lncRNA,ENSG00000260349
ENSG00000113088,False,GZMK,NCBITaxon:9606,gene,904,protein_coding,ENSG00000113088
ENSG00000048540,False,LMO3,NCBITaxon:9606,gene,944,protein_coding,ENSG00000048540
ENSG00000176022,False,B3GALT6,NCBITaxon:9606,gene,2805,protein_coding,ENSG00000176022
ENSG00000206573,False,THUMPD3-AS1,NCBITaxon:9606,gene,754,lncRNA,ENSG00000206573
ENSG00000166930,False,MS4A5,NCBITaxon:9606,gene,446,protein_coding,ENSG00000166930
ENSG00000277149,False,TYW1B,NCBITaxon:9606,gene,1543,protein_coding,ENSG00000277149
ENSG00000154529,False,CNTNAP3B,NCBITaxon:9606,gene,2426,protein_coding,ENSG00000154529
ENSG00000126733,False,DACH2,NCBITaxon:9606,gene,2417,protein_coding,ENSG00000126733
ENSG00000123505,False,AMD1,NCBITaxon:9606,gene,3121,protein_coding,ENSG00000123505
ENSG00000173334,False,TRIB1,NCBITaxon:9606,gene,1370,protein_coding,ENSG00000173334
ENSG00000165120,False,SSMEM1,NCBITaxon:9606,gene,1147,protein_coding,ENSG00000165120
ENSG00000176399,False,DMRTA1,NCBITaxon:9606,gene,5586,protein_coding,ENSG00000176399
ENSG00000116750,False,UCHL5,NCBITaxon:9606,gene,1329,protein_coding,ENSG00000116750
ENSG00000241593,False,ENSG00000241593,NCBITaxon:9606,gene,1014,lncRNA,ENSG00000241593
ENSG00000161905,False,ALOX15,NCBITaxon:9606,gene,1390,protein_coding,ENSG00000161905
ENSG00000107263,False,RAPGEF1,NCBITaxon:9606,gene,5766,protein_coding,ENSG00000107263
ENSG00000149357,False,LAMTOR1,NCBITaxon:9606,gene,874,protein_coding,ENSG00000149357
ENSG00000166262,False,FAM227B,NCBITaxon:9606,gene,914,protein_coding,ENSG00000166262
ENSG00000137496,False,IL18BP,NCBITaxon:9606,gene,1586,protein_coding,ENSG00000137496
ENSG00000100241,False,SBF1,NCBITaxon:9606,gene,2907,protein_coding,ENSG00000100241
ENSG00000116147,False,TNR,NCBITaxon:9606,gene,4686,protein_coding,ENSG00000116147
ENSG00000234129,False,HCCS-DT,NCBITaxon:9606,gene,1183,lncRNA,ENSG00000234129
ENSG00000168137,False,SETD5,NCBITaxon:9606,gene,3395,protein_coding,ENSG00000168137
ENSG00000287326,False,ENSG00000287326,NCBITaxon:9606,gene,654,lncRNA,ENSG00000287326
ENSG00000272234,False,ENSG00000272234,NCBITaxon:9606,gene,604,lncRNA,ENSG00000272234
ENSG00000170289,False,CNGB3,NCBITaxon:9606,gene,2311,protein_coding,ENSG00000170289
ENSG00000144668,False,ITGA9,NCBITaxon:9606,gene,1445,protein_coding,ENSG00000144668
ENSG00000134809,False,TIMM10,NCBITaxon:9606,gene,530,protein_coding,ENSG00000134809
ENSG00000131781,False,FMO5,NCBITaxon:9606,gene,1784,protein_coding,ENSG00000131781
ENSG00000236958,False,ENSG00000236958,NCBITaxon:9606,gene,650,lncRNA,ENSG00000236958
ENSG00000173264,False,GPR137,NCBITaxon:9606,gene,795,protein_coding,ENSG00000173264
ENSG00000267760,False,ENSG00000267760,NCBITaxon:9606,gene,839,lncRNA,ENSG00000267760
ENSG00000233387,False,IATPR,NCBITaxon:9606,gene,663,lncRNA,ENSG00000233387
ENSG00000149600,False,COMMD7,NCBITaxon:9606,gene,1352,protein_coding,ENSG00000149600
ENSG00000185065,False,UFD1-AS1,NCBITaxon:9606,gene,2227,lncRNA,ENSG00000185065
ENSG00000269938,False,ENSG00000269938,NCBITaxon:9606,gene,557,lncRNA,ENSG00000269938
ENSG00000146856,False,AGBL3,NCBITaxon:9606,gene,2495,protein_coding,ENSG00000146856
ENSG00000206052,False,DOK6,NCBITaxon:9606,gene,506,protein_coding,ENSG00000206052
ENSG00000232593,False,KANTR,NCBITaxon:9606,gene,1196,protein_coding,ENSG00000232593
ENSG00000187736,False,NHEJ1,NCBITaxon:9606,gene,2073,protein_coding,ENSG00000187736
ENSG00000203697,False,CAPN8,NCBITaxon:9606,gene,710,protein_coding,ENSG00000203697
ENSG00000171723,False,GPHN,NCBITaxon:9606,gene,583,protein_coding,ENSG00000171723
ENSG00000287344,False,ENSG00000287344,NCBITaxon:9606,gene,1437,lncRNA,ENSG00000287344
ENSG00000275484,False,ENSG00000275484,NCBITaxon:9606,gene,517,lncRNA,ENSG00000275484
ENSG00000189266,False,PNRC2,NCBITaxon:9606,gene,814,protein_coding,ENSG00000189266
ENSG00000108443,False,RPS6KB1,NCBITaxon:9606,gene,814,protein_coding,ENSG00000108443
ENSG00000236209,False,ENSG00000236209,NCBITaxon:9606,gene,763,lncRNA,ENSG00000236209
ENSG00000143257,False,NR1I3,NCBITaxon:9606,gene,981,protein_coding,ENSG00000143257
ENSG00000204065,False,TCEAL5,NCBITaxon:9606,gene,1046,protein_coding,ENSG00000204065
ENSG00000259642,False,ST20-AS1,NCBITaxon:9606,gene,2512,lncRNA,ENSG00000259642
ENSG00000125741,False,OPA3,NCBITaxon:9606,gene,1870,protein_coding,ENSG00000125741
ENSG00000096746,False,HNRNPH3,NCBITaxon:9606,gene,1507,protein_coding,ENSG00000096746
ENSG00000224933,False,LINC01034,NCBITaxon:9606,gene,474,lncRNA,ENSG00000224933
ENSG00000232328,False,ENSG00000232328,NCBITaxon:9606,gene,760,lncRNA,ENSG00000232328
ENSG00000157978,False,LDLRAP1,NCBITaxon:9606,gene,995,protein_coding,ENSG00000157978
ENSG00000255727,False,LINC01489,NCBITaxon:9606,gene,725,lncRNA,ENSG00000255727
ENSG00000188536,False,HBA2,NCBITaxon:9606,gene,544,protein_coding,ENSG00000188536
ENSG00000144619,False,CNTN4,NCBITaxon:9606,gene,726,protein_coding,ENSG00000144619
ENSG00000221826,False,PSG3,NCBITaxon:9606,gene,1699,protein_coding,ENSG00000221826
ENSG00000285588,False,ENSG00000285588,NCBITaxon:9606,gene,752,lncRNA,ENSG00000285588
ENSG00000176108,False,CHMP6,NCBITaxon:9606,gene,674,protein_coding,ENSG00000176108
ENSG00000197299,False,BLM,NCBITaxon:9606,gene,2967,protein_coding,ENSG00000197299
ENSG00000204634,False,TBC1D8,NCBITaxon:9606,gene,576,protein_coding,ENSG00000204634
ENSG00000206579,False,XKR4,NCBITaxon:9606,gene,10553,protein_coding,ENSG00000206579
ENSG00000178852,False,EFCAB13,NCBITaxon:9606,gene,568,protein_coding,ENSG00000178852
ENSG00000285754,False,ENSG00000285754,NCBITaxon:9606,gene,3389,lncRNA,ENSG00000285754
ENSG00000259168,False,ENSG00000259168,NCBITaxon:9606,gene,565,lncRNA,ENSG00000259168
ENSG00000115107,False,STEAP3,NCBITaxon:9606,gene,3009,protein_coding,ENSG00000115107
ENSG00000285603,False,ENSG00000285603,NCBITaxon:9606,gene,672,lncRNA,ENSG00000285603
ENSG00000132122,False,SPATA6,NCBITaxon:9606,gene,897,protein_coding,ENSG00000132122
ENSG00000108651,False,UTP6,NCBITaxon:9606,gene,694,protein_coding,ENSG00000108651
ENSG00000276966,False,H4C5,NCBITaxon:9606,gene,412,protein_coding,ENSG00000276966
ENSG00000177354,False,C10orf71,NCBITaxon:9606,gene,2771,protein_coding,ENSG00000177354
ENSG00000162377,False,COA7,NCBITaxon:9606,gene,2448,protein_coding,ENSG00000162377
ENSG00000154429,False,CCSAP,NCBITaxon:9606,gene,4744,protein_coding,ENSG00000154429
ENSG00000250501,False,ENSG00000250501,NCBITaxon:9606,gene,1132,lncRNA,ENSG00000250501
ENSG00000205464,False,ATP6AP1L,NCBITaxon:9606,gene,1027,transcribed_unitary_pseudogene,ENSG00000205464
ENSG00000174446,False,SNAPC5,NCBITaxon:9606,gene,857,protein_coding,ENSG00000174446
ENSG00000106263,False,EIF3B,NCBITaxon:9606,gene,1018,protein_coding,ENSG00000106263
ENSG00000173530,False,TNFRSF10D,NCBITaxon:9606,gene,3535,protein_coding,ENSG00000173530
ENSG00000152104,False,PTPN14,NCBITaxon:9606,gene,3842,protein_coding,ENSG00000152104
ENSG00000224812,False,TMEM72-AS1,NCBITaxon:9606,gene,2143,lncRNA,ENSG00000224812
ENSG00000072952,False,IRAG1,NCBITaxon:9606,gene,2059,protein_coding,ENSG00000072952
ENSG00000102098,False,SCML2,NCBITaxon:9606,gene,1514,protein_coding,ENSG00000102098
ENSG00000136950,False,ARPC5L,NCBITaxon:9606,gene,1877,protein_coding,ENSG00000136950
ENSG00000162571,False,TTLL10,NCBITaxon:9606,gene,643,protein_coding,ENSG00000162571
ENSG00000139133,False,ALG10,NCBITaxon:9606,gene,1807,protein_coding,ENSG00000139133
ENSG00000082014,False,SMARCD3,NCBITaxon:9606,gene,863,protein_coding,ENSG00000082014
ENSG00000126821,False,SGPP1,NCBITaxon:9606,gene,3336,protein_coding,ENSG00000126821
ENSG00000103257,False,SLC7A5,NCBITaxon:9606,gene,4273,protein_coding,ENSG00000103257
ENSG00000234142,False,LINC01675,NCBITaxon:9606,gene,1033,lncRNA,ENSG00000234142
ENSG00000142700,False,DMRTA2,NCBITaxon:9606,gene,2960,protein_coding,ENSG00000142700
ENSG00000076043,False,REXO2,NCBITaxon:9606,gene,664,protein_coding,ENSG00000076043
ENSG00000171160,False,MORN4,NCBITaxon:9606,gene,2225,protein_coding,ENSG00000171160
ENSG00000143514,False,TP53BP2,NCBITaxon:9606,gene,577,protein_coding,ENSG00000143514
ENSG00000185053,False,SGCZ,NCBITaxon:9606,gene,4106,protein_coding,ENSG00000185053
ENSG00000198178,False,CLEC4C,NCBITaxon:9606,gene,1098,protein_coding,ENSG00000198178
ENSG00000076554,False,TPD52,NCBITaxon:9606,gene,587,protein_coding,ENSG00000076554
ENSG00000159263,False,SIM2,NCBITaxon:9606,gene,2235,protein_coding,ENSG00000159263
ENSG00000226872,False,ENSG00000226872,NCBITaxon:9606,gene,714,lncRNA,ENSG00000226872
ENSG00000186998,False,EMID1,NCBITaxon:9606,gene,790,protein_coding,ENSG00000186998
ENSG00000186017,False,ZNF566,NCBITaxon:9606,gene,5197,protein_coding,ENSG00000186017
ENSG00000133247,False,KMT5C,NCBITaxon:9606,gene,878,protein_coding,ENSG00000133247
ENSG00000256712,False,ENSG00000256712,NCBITaxon:9606,gene,385,lncRNA,ENSG00000256712
ENSG00000136715,False,SAP130,NCBITaxon:9606,gene,4074,protein_coding,ENSG00000136715
ENSG00000177627,False,C12orf54,NCBITaxon:9606,gene,693,protein_coding,ENSG00000177627
ENSG00000117152,False,RGS4,NCBITaxon:9606,gene,873,protein_coding,ENSG00000117152
ENSG00000226661,False,ENSG00000226661,NCBITaxon:9606,gene,635,lncRNA,ENSG00000226661
ENSG00000120451,False,SNX19,NCBITaxon:9606,gene,1323,protein_coding,ENSG00000120451
ENSG00000179387,False,ELMOD2,NCBITaxon:9606,gene,744,protein_coding,ENSG00000179387
ENSG00000286245,False,ENSG00000286245,NCBITaxon:9606,gene,3913,lncRNA,ENSG00000286245
ENSG00000255310,False,ENSG00000255310,NCBITaxon:9606,gene,1939,lncRNA,ENSG00000255310
ENSG00000135457,False,TFCP2,NCBITaxon:9606,gene,1794,protein_coding,ENSG00000135457
ENSG00000136932,False,TRMO,NCBITaxon:9606,gene,843,protein_coding,ENSG00000136932
ENSG00000258066,False,ENSG00000258066,NCBITaxon:9606,gene,381,lncRNA,ENSG00000258066
ENSG00000175220,False,ARHGAP1,NCBITaxon:9606,gene,1000,protein_coding,ENSG00000175220
ENSG00000110435,False,PDHX,NCBITaxon:9606,gene,579,protein_coding,ENSG00000110435
ENSG00000129682,False,FGF13,NCBITaxon:9606,gene,1332,protein_coding,ENSG00000129682
ENSG00000225300,False,ENSG00000225300,NCBITaxon:9606,gene,1960,lncRNA,ENSG00000225300
ENSG00000165275,False,TRMT10B,NCBITaxon:9606,gene,1443,protein_coding,ENSG00000165275
ENSG00000268362,False,ENSG00000268362,NCBITaxon:9606,gene,1756,lncRNA,ENSG00000268362
ENSG00000268066,False,FMR1-AS1,NCBITaxon:9606,gene,872,lncRNA,ENSG00000268066
ENSG00000169083,False,AR,NCBITaxon:9606,gene,3757,protein_coding,ENSG00000169083
ENSG00000253821,False,ENSG00000253821,NCBITaxon:9606,gene,1258,lncRNA,ENSG00000253821
ENSG00000178573,False,MAF,NCBITaxon:9606,gene,2669,protein_coding,ENSG00000178573
ENSG00000087206,False,UIMC1,NCBITaxon:9606,gene,787,protein_coding,ENSG00000087206
