receptor,ligand,n_db,m_r_score,m_l_score,m_r_lfc,m_l_lfc,h_r_score,h_l_score,h_r_lfc,h_l_lfc,m_strict,h_strict,conservation,m_mismatch_score,h_mismatch_score,avg_mismatch_score
ERBB2,HBEGF,5,13.67,38.17,1.35,19.44,2.14,-0.84,0.3404,-0.7219,no,trend,human_only,0.0,0.0074,0.0037
ERBB4,HBEGF,5,-0.17,38.17,-1.86,19.44,-2.58,-0.84,-0.0342,-0.7219,no,no,neither,0.0,0.0,0.0
HCRTR1,HCRT,5,-0.01,,-0.71,,0.21,-0.02,1.7837,-18.4545,no_data,trend,human_only,0.0,0.0006,0.0003
HCRTR2,HCRT,5,0.04,,0.62,,-0.03,-0.02,-0.4523,-18.4545,no_data,no,neither,0.0,0.0,0.0
NPFFR2,HCRT,4,-0.0,,-0.67,,0.91,-0.02,0.7284,-18.4545,no_data,trend,human_only,0.0,0.0023,0.0012
FPR3,HEBP1,5,,8.65,,-17.47,-0.11,0.46,-0.4439,0.1053,no_data,no,neither,0.0,0.0,0.0
CD44,HGF,4,45.04,24.6,65.3,9.32,4.13,0.22,0.4064,0.2702,no,no,neither,0.0,0.0,0.0
MET,HGF,5,-5.92,24.6,-2.83,9.32,1.98,0.22,0.1141,0.2702,no,no,neither,0.0,0.0,0.0
SDC1,HGF,4,89.79,24.6,53.42,9.32,0.23,0.22,3.2825,0.2702,no,no,neither,0.0,0.0,0.0
SDC2,HGF,4,-53.81,24.6,-199.44,9.32,0.44,0.22,-0.0586,0.2702,no,no,neither,0.0,0.0,0.0
ST14,HGF,4,0.68,24.6,-0.27,9.32,-0.09,0.22,-0.2372,0.2702,no,no,neither,0.0,0.0,0.0
APLP2,HLA-A,4,-42.68,,-109.8,,8.05,-4.2,0.61,-0.5016,no_data,yes,human_only,0.0,0.0306,0.0153
ERBB2,HLA-A,4,13.67,,1.35,,2.14,-4.2,0.3404,-0.5016,no_data,trend,human_only,0.0,0.0158,0.0079
KIR3DL1,HLA-A,5,,,,,0.03,-4.2,1.8197,-0.5016,no_data,trend,human_only,0.0,0.0106,0.0053
KIR3DL2,HLA-A,4,,,,,0.02,-4.2,1.2507,-0.5016,no_data,trend,human_only,0.0,0.0106,0.0053
LILRB1,HLA-A,4,,,,,-0.03,-4.2,-1.48,-0.5016,no_data,no,neither,0.0,0.0,0.0
LILRB2,HLA-A,4,,,,,-0.06,-4.2,-1.2171,-0.5016,no_data,no,neither,0.0,0.0,0.0
CANX,HLA-B,4,32.31,,29.78,,9.94,5.92,0.7077,0.4335,no_data,no,neither,0.0,0.0,0.0
KIR2DL3,HLA-B,3,,,,,-0.0,5.92,-15.2694,0.4335,no_data,no,neither,0.0,0.0,0.0
KIR3DL1,HLA-B,4,,,,,0.03,5.92,1.8197,0.4335,no_data,no,neither,0.0,0.0,0.0
KIR3DL2,HLA-B,3,,,,,0.02,5.92,1.2507,0.4335,no_data,no,neither,0.0,0.0,0.0
KLRD1,HLA-B,4,0.01,,-2.35,,3.07,5.92,0.3369,0.4335,no_data,no,neither,0.0,0.0,0.0
LILRB1,HLA-B,4,,,,,-0.03,5.92,-1.48,0.4335,no_data,no,neither,0.0,0.0,0.0
LILRB2,HLA-B,4,,,,,-0.06,5.92,-1.2171,0.4335,no_data,no,neither,0.0,0.0,0.0
KIR2DL1,HLA-C,5,,,,,-0.01,4.91,-18.0013,0.4022,no_data,no,neither,0.0,0.0,0.0
KIR2DL3,HLA-C,5,,,,,-0.0,4.91,-15.2694,0.4022,no_data,no,neither,0.0,0.0,0.0
KIR2DS4,HLA-C,3,,,,,,4.91,,0.4022,no_data,no_data,neither,0.0,0.0,0.0
LILRA3,HLA-C,3,,,,,,4.91,,0.4022,no_data,no_data,neither,0.0,0.0,0.0
LILRB1,HLA-C,4,,,,,-0.03,4.91,-1.48,0.4022,no_data,no,neither,0.0,0.0,0.0
LILRB2,HLA-C,4,,,,,-0.06,4.91,-1.2171,0.4022,no_data,no,neither,0.0,0.0,0.0
KLRC1,HLA-E,5,-0.01,,-2.81,,0.03,3.15,0.3499,0.286,no_data,no,neither,0.0,0.0,0.0
KLRC2,HLA-E,5,,,,,0.1,3.15,0.6749,0.286,no_data,no,neither,0.0,0.0,0.0
KLRD1,HLA-E,4,0.01,,-2.35,,3.07,3.15,0.3369,0.286,no_data,no,neither,0.0,0.0,0.0
KLRK1,HLA-E,3,-0.19,,-2.39,,0.2,3.15,0.7915,0.286,no_data,no,neither,0.0,0.0,0.0
KIR2DL4,HLA-G,4,,,,,-0.0,-0.04,-16.6196,-19.5996,no_data,no,neither,0.0,0.0,0.0
KLRC1,HLA-G,4,-0.01,,-2.81,,0.03,-0.04,0.3499,-19.5996,no_data,trend,human_only,0.0,0.0002,0.0001
KLRD1,HLA-G,4,0.01,,-2.35,,3.07,-0.04,0.3369,-19.5996,no_data,trend,human_only,0.0,0.0078,0.0039
LILRB1,HLA-G,5,,,,,-0.03,-0.04,-1.48,-19.5996,no_data,no,neither,0.0,0.0,0.0
LILRB2,HLA-G,5,,,,,-0.06,-0.04,-1.2171,-19.5996,no_data,no,neither,0.0,0.0,0.0
SDC1,HMGB1,4,89.79,,53.42,,0.23,4.98,3.2825,0.3078,no_data,no,neither,0.0,0.0,0.0
THBD,HMGB1,4,-47.43,,-73.64,,0.28,4.98,0.2452,0.3078,no_data,no,neither,0.0,0.0,0.0
ITGAM,HP,4,-0.35,58.41,-2.12,140.39,0.34,9.78,0.6314,0.7218,no,no,neither,0.0,0.0,0.0
ITGB2,HP,4,-0.42,58.41,-1.87,140.39,0.28,9.78,0.6003,0.7218,no,no,neither,0.0,0.0,0.0
AGTR1,HRAS,4,,29.63,,-0.89,1.96,-1.21,0.896,-0.925,no_data,trend,human_only,0.0,0.0079,0.004
CAV1,HRAS,4,13.03,29.63,-61.47,-0.89,3.54,-1.21,0.2573,-0.925,no,trend,human_only,0.0,0.0119,0.0059
GRIN2D,HRAS,3,6.24,29.63,1.82,-0.89,0.25,-1.21,0.7131,-0.925,no,trend,human_only,0.0,0.0036,0.0018
INSR,HRAS,4,13.64,29.63,0.6,-0.89,4.49,-1.21,0.2877,-0.925,no,trend,human_only,0.0,0.0142,0.0071
TLR2,HRAS,3,6.0,29.63,-2.6,-0.89,-0.26,-1.21,-0.0901,-0.925,no,no,neither,0.0,0.0,0.0
TLR9,HRAS,3,,29.63,,-0.89,-0.02,-1.21,-0.5602,-0.925,no_data,no,neither,0.0,0.0,0.0
FCGR1A,HRG,4,,,,,-0.05,-0.02,-19.7682,-19.0505,no_data,no,neither,0.0,0.0,0.0
CFTR,HSP90AA1,4,-0.23,66.73,-4.82,130.84,1.79,-4.84,0.096,-0.3098,no,trend,human_only,0.0,0.0166,0.0083
EGFR,HSP90AA1,4,36.78,66.73,9.12,130.84,-0.87,-4.84,-0.0943,-0.3098,no,no,neither,0.0,0.0,0.0
FGFR3,HSP90AA1,4,1.08,66.73,-1.07,130.84,-0.09,-4.84,-0.2593,-0.3098,no,no,neither,0.0,0.0,0.0
COL13A1,HSPG2,4,0.14,23.75,-0.81,15.14,0.36,5.9,0.5838,0.5199,no,no,neither,0.0,0.0,0.0
ITGA2,HSPG2,4,4.21,23.75,0.74,15.14,-1.09,5.9,-0.4748,0.5199,no,no,neither,0.0,0.0,0.0
ITGB1,HSPG2,4,118.2,23.75,334.47,15.14,5.8,5.9,0.4347,0.5199,no,no,neither,0.0,0.0,0.0
PTPRS,HSPG2,4,93.6,23.75,66.75,15.14,7.99,5.9,0.6185,0.5199,no,no,neither,0.0,0.0,0.0
CALCR,IAPP,5,-0.01,,-1.89,,0.15,-0.01,0.5591,-0.3378,no_data,trend,human_only,0.0,0.0004,0.0002
RAMP1,IAPP,4,1.36,,-7.4,,2.92,-0.01,0.5577,-0.3378,no_data,trend,human_only,0.0,0.0073,0.0037
RAMP2,IAPP,4,-108.39,,-349.87,,0.66,-0.01,0.2429,-0.3378,no_data,trend,human_only,0.0,0.0017,0.0008
EGFR,ICAM1,3,36.78,-9.48,9.12,-27.13,-0.87,-1.18,-0.0943,-0.759,yes,no,mouse_only,0.1157,0.0,0.0578
IL2RA,ICAM1,4,-0.97,-9.48,-4.37,-27.13,0.04,-1.18,0.0282,-0.759,no,trend,human_only,0.0,0.003,0.0015
IL2RG,ICAM1,3,7.88,-9.48,0.68,-27.13,0.03,-1.18,0.4209,-0.759,yes,trend,CONSERVED_relaxed,0.0434,0.003,0.0232
ITGAL,ICAM1,5,-0.87,-9.48,-3.22,-27.13,0.16,-1.18,0.1944,-0.759,no,trend,human_only,0.0,0.0033,0.0017
ITGAM,ICAM1,4,-0.35,-9.48,-2.12,-27.13,0.34,-1.18,0.6314,-0.759,no,trend,human_only,0.0,0.0038,0.0019
ITGAX,ICAM1,4,-0.05,-9.48,-1.96,-27.13,0.09,-1.18,0.505,-0.759,no,trend,human_only,0.0,0.0032,0.0016
ITGB2,ICAM1,4,-0.42,-9.48,-1.87,-27.13,0.28,-1.18,0.6003,-0.759,no,trend,human_only,0.0,0.0036,0.0018
SPN,ICAM1,3,0.15,-9.48,-0.42,-27.13,,-1.18,,-0.759,trend,no,mouse_only,0.0241,0.0,0.012
ITGAL,ICAM2,4,-0.87,-6.07,-3.22,-23.77,0.16,0.35,0.1944,0.4501,no,no,neither,0.0,0.0,0.0
ITGAM,ICAM2,4,-0.35,-6.07,-2.12,-23.77,0.34,0.35,0.6314,0.4501,no,no,neither,0.0,0.0,0.0
ITGB2,ICAM2,4,-0.42,-6.07,-1.87,-23.77,0.28,0.35,0.6003,0.4501,no,no,neither,0.0,0.0,0.0
CD209,ICAM3,3,,,,,0.07,0.05,0.7535,0.0188,no_data,no,neither,0.0,0.0,0.0
CLEC4M,ICAM3,5,,,,,0.03,0.05,2.3457,0.0188,no_data,no,neither,0.0,0.0,0.0
ITGAD,ICAM3,4,0.02,,-0.51,,0.17,0.05,1.78,0.0188,no_data,no,neither,0.0,0.0,0.0
ITGAL,ICAM3,4,-0.87,,-3.22,,0.16,0.05,0.1944,0.0188,no_data,no,neither,0.0,0.0,0.0
ITGB2,ICAM3,4,-0.42,,-1.87,,0.28,0.05,0.6003,0.0188,no_data,no,neither,0.0,0.0,0.0
ITGA2B,ICAM4,4,14.9,-0.88,2.76,-2.55,0.84,0.02,0.92,0.4839,trend,no,mouse_only,0.0395,0.0,0.0197
ITGA4,ICAM4,4,0.71,-0.88,-0.63,-2.55,-0.12,0.02,-0.2517,0.4839,trend,no,mouse_only,0.004,0.0,0.002
ITGAL,ICAM4,4,-0.87,-0.88,-3.22,-2.55,0.16,0.02,0.1944,0.4839,no,no,neither,0.0,0.0,0.0
ITGAM,ICAM4,4,-0.35,-0.88,-2.12,-2.55,0.34,0.02,0.6314,0.4839,no,no,neither,0.0,0.0,0.0
ITGAV,ICAM4,4,71.96,-0.88,50.48,-2.55,1.38,0.02,0.1033,0.4839,trend,no,mouse_only,0.1821,0.0,0.0911
ITGB1,ICAM4,4,118.2,-0.88,334.47,-2.55,5.8,0.02,0.4347,0.4839,trend,no,mouse_only,0.2977,0.0,0.1489
ITGB2,ICAM4,4,-0.42,-0.88,-1.87,-2.55,0.28,0.02,0.6003,0.4839,no,no,neither,0.0,0.0,0.0
ITGB3,ICAM4,4,13.35,-0.88,4.57,-2.55,0.53,0.02,0.295,0.4839,trend,no,mouse_only,0.0356,0.0,0.0178
RHAG,ICAM4,3,0.01,-0.88,23.47,-2.55,0.11,0.02,1.4121,0.4839,trend,no,mouse_only,0.0022,0.0,0.0011
ITGAL,ICAM5,4,-0.87,3.07,-3.22,2.5,0.16,-0.04,0.1944,-19.915,no,trend,human_only,0.0,0.0005,0.0002
ITGB2,ICAM5,4,-0.42,3.07,-1.87,2.5,0.28,-0.04,0.6003,-19.915,no,trend,human_only,0.0,0.0008,0.0004
ICOS,ICOSLG,3,-0.37,,-2.04,,0.02,0.04,0.487,0.2715,no_data,no,neither,0.0,0.0,0.0
IFNAR1,IFNA1,4,21.88,,-2.63,,2.66,,0.3455,,no_data,no,neither,0.0,0.0,0.0
IFNAR2,IFNA1,4,-11.24,,-50.86,,-2.29,,-0.368,,no_data,no,neither,0.0,0.0,0.0
IFNAR1,IFNA10,3,21.88,,-2.63,,2.66,,0.3455,,no_data,no,neither,0.0,0.0,0.0
IFNAR2,IFNA10,3,-11.24,,-50.86,,-2.29,,-0.368,,no_data,no,neither,0.0,0.0,0.0
IFNAR1,IFNA14,3,21.88,,-2.63,,2.66,,0.3455,,no_data,no,neither,0.0,0.0,0.0
IFNAR2,IFNA14,3,-11.24,,-50.86,,-2.29,,-0.368,,no_data,no,neither,0.0,0.0,0.0
IFNAR1,IFNA16,3,21.88,0.0,-2.63,0.15,2.66,,0.3455,,no,no,neither,0.0,0.0,0.0
IFNAR2,IFNA16,3,-11.24,0.0,-50.86,0.15,-2.29,,-0.368,,no,no,neither,0.0,0.0,0.0
IFNAR1,IFNA17,3,21.88,,-2.63,,2.66,,0.3455,,no_data,no,neither,0.0,0.0,0.0
IFNAR2,IFNA17,3,-11.24,,-50.86,,-2.29,,-0.368,,no_data,no,neither,0.0,0.0,0.0
IFNAR1,IFNA2,4,21.88,,-2.63,,2.66,,0.3455,,no_data,no,neither,0.0,0.0,0.0
IFNAR2,IFNA2,4,-11.24,,-50.86,,-2.29,,-0.368,,no_data,no,neither,0.0,0.0,0.0
IFNAR1,IFNA21,3,21.88,,-2.63,,2.66,,0.3455,,no_data,no,neither,0.0,0.0,0.0
IFNAR2,IFNA21,3,-11.24,,-50.86,,-2.29,,-0.368,,no_data,no,neither,0.0,0.0,0.0
IFNAR1,IFNA4,3,21.88,,-2.63,,2.66,,0.3455,,no_data,no,neither,0.0,0.0,0.0
IFNAR2,IFNA4,3,-11.24,,-50.86,,-2.29,,-0.368,,no_data,no,neither,0.0,0.0,0.0
IFNAR1,IFNA5,3,21.88,,-2.63,,2.66,0.03,0.3455,1.5009,no_data,no,neither,0.0,0.0,0.0
IFNAR2,IFNA5,4,-11.24,,-50.86,,-2.29,0.03,-0.368,1.5009,no_data,no,neither,0.0,0.0,0.0
IFNAR1,IFNA6,3,21.88,,-2.63,,2.66,,0.3455,,no_data,no,neither,0.0,0.0,0.0
IFNAR2,IFNA6,3,-11.24,,-50.86,,-2.29,,-0.368,,no_data,no,neither,0.0,0.0,0.0
IFNAR1,IFNA7,3,21.88,,-2.63,,2.66,,0.3455,,no_data,no,neither,0.0,0.0,0.0
IFNAR2,IFNA7,3,-11.24,,-50.86,,-2.29,,-0.368,,no_data,no,neither,0.0,0.0,0.0
IFNAR1,IFNA8,3,21.88,,-2.63,,2.66,,0.3455,,no_data,no,neither,0.0,0.0,0.0
IFNAR2,IFNA8,4,-11.24,,-50.86,,-2.29,,-0.368,,no_data,no,neither,0.0,0.0,0.0
IFNAR1,IFNB1,4,21.88,0.0,-2.63,-0.07,2.66,-0.0,0.3455,-15.6296,no,trend,human_only,0.0,0.0067,0.0033
IFNAR2,IFNB1,4,-11.24,0.0,-50.86,-0.07,-2.29,-0.0,-0.368,-15.6296,no,no,neither,0.0,0.0,0.0
IFNGR1,IFNG,4,-79.71,-0.06,-226.59,-1.52,0.88,,0.1419,,no,no,neither,0.0,0.0,0.0
IFNGR2,IFNG,4,18.54,-0.06,-12.3,-1.52,2.83,,0.4094,,trend,no,mouse_only,0.0465,0.0,0.0232
IFNLR1,IFNL1,4,-0.07,,-0.22,,-0.52,,-0.1952,,no_data,no,neither,0.0,0.0,0.0
IL10RB,IFNL1,4,-28.35,,-50.03,,0.52,,0.0175,,no_data,no,neither,0.0,0.0,0.0
IFNLR1,IFNL2,4,-0.07,,-0.22,,-0.52,,-0.1952,,no_data,no,neither,0.0,0.0,0.0
IL10RB,IFNL2,4,-28.35,,-50.03,,0.52,,0.0175,,no_data,no,neither,0.0,0.0,0.0
IFNLR1,IFNL3,4,-0.07,,-0.22,,-0.52,,-0.1952,,no_data,no,neither,0.0,0.0,0.0
IL10RB,IFNL3,4,-28.35,,-50.03,,0.52,,0.0175,,no_data,no,neither,0.0,0.0,0.0
IFNAR1,IFNW1,4,21.88,,-2.63,,2.66,,0.3455,,no_data,no,neither,0.0,0.0,0.0
IFNAR2,IFNW1,4,-11.24,,-50.86,,-2.29,,-0.368,,no_data,no,neither,0.0,0.0,0.0
IGF1R,IGF1,5,26.97,42.78,-0.05,74.25,0.44,-0.04,0.0438,-0.3077,no,trend,human_only,0.0,0.0012,0.0006
IGF1R,IGF2,5,26.97,2.61,-0.05,-0.2,0.44,,0.0438,,no,no,neither,0.0,0.0,0.0
IGF2R,IGF2,5,80.86,2.61,65.7,-0.2,-0.31,,-0.0693,,no,no,neither,0.0,0.0,0.0
INSR,IGF2,4,13.64,2.61,0.6,-0.2,4.49,,0.2877,,no,no,neither,0.0,0.0,0.0
FZD8,IGFBP4,4,39.14,-86.74,17.09,-inf,0.21,16.29,0.1721,1.5104,yes,no,mouse_only,0.3147,0.0,0.1573
LRP6,IGFBP4,4,42.56,-86.74,12.87,-inf,1.67,16.29,0.1581,1.5104,yes,no,mouse_only,0.3233,0.0,0.1616
IGFLR1,IGFL1,5,1.67,,-0.27,,0.05,,0.1283,,no_data,no,neither,0.0,0.0,0.0
IGFLR1,IGFL2,5,1.67,,-0.27,,0.05,,0.1283,,no_data,no,neither,0.0,0.0,0.0
IGFLR1,IGFL3,5,1.67,,-0.27,,0.05,-0.0,0.1283,-15.9416,no_data,trend,human_only,0.0,0.0001,0.0001
BOC,IHH,4,21.5,0.16,1.77,0.42,2.3,-0.01,0.1799,-17.3059,no,trend,human_only,0.0,0.0058,0.0029
CDON,IHH,4,1.08,0.16,-10.34,0.42,2.48,-0.01,0.2178,-17.3059,no,trend,human_only,0.0,0.0062,0.0031
HHIP,IHH,5,-0.07,0.16,-0.88,0.42,2.42,-0.01,1.4021,-17.3059,no,trend,human_only,0.0,0.0061,0.003
PTCH1,IHH,4,7.26,0.16,-3.39,0.42,0.57,-0.01,0.1503,-17.3059,no,trend,human_only,0.0,0.0014,0.0007
PTCH2,IHH,4,2.52,0.16,-1.5,0.42,-0.17,-0.01,-0.2018,-17.3059,no,no,neither,0.0,0.0,0.0
IL10RA,IL10,4,-0.4,-0.09,-2.78,-1.35,0.03,0.02,0.1007,0.6033,no,no,neither,0.0,0.0,0.0
IL10RB,IL10,4,-28.35,-0.09,-50.03,-1.35,0.52,0.02,0.0175,0.6033,no,no,neither,0.0,0.0,0.0
IL11RA,IL11,4,,9.8,,2.64,-1.24,0.06,-0.3432,0.8077,no_data,no,neither,0.0,0.0,0.0
IL6ST,IL11,4,28.27,9.8,5.93,2.64,6.01,0.06,0.3514,0.8077,no,no,neither,0.0,0.0,0.0
CD28,IL12A,3,-0.57,-8.0,-2.31,-9.22,0.02,-0.02,0.0266,-18.9656,no,trend,human_only,0.0,0.0001,0.0001
IL12RB1,IL12A,4,0.05,-8.0,0.3,-9.22,0.1,-0.02,0.4291,-18.9656,trend,trend,CONSERVED_relaxed,0.0201,0.0003,0.0102
IL12RB2,IL12A,3,0.01,-8.0,-0.22,-9.22,1.03,-0.02,1.1705,-18.9656,trend,trend,CONSERVED_relaxed,0.02,0.0026,0.0113
IL12RB1,IL12B,4,0.05,-0.03,0.3,-3.1,0.1,-0.01,0.4291,-16.9204,trend,trend,CONSERVED_relaxed,0.0002,0.0003,0.0002
IL12RB2,IL12B,4,0.01,-0.03,-0.22,-3.1,1.03,-0.01,1.1705,-16.9204,trend,trend,CONSERVED_relaxed,0.0001,0.0026,0.0014
IL23R,IL12B,4,0.12,-0.03,1.45,-3.1,0.29,-0.01,1.8216,-16.9204,trend,trend,CONSERVED_relaxed,0.0004,0.0007,0.0006
IL13RA1,IL13,4,71.18,,32.59,,0.77,-0.01,0.0854,-17.9151,no_data,trend,human_only,0.0,0.002,0.001
IL13RA2,IL13,5,0.39,,0.02,,0.51,-0.01,2.0911,-17.9151,no_data,trend,human_only,0.0,0.0013,0.0006
IL2RG,IL13,3,7.88,,0.68,,0.03,-0.01,0.4209,-17.9151,no_data,trend,human_only,0.0,0.0001,0.0001
IL4R,IL13,4,,,,,-0.71,-0.01,-0.1439,-17.9151,no_data,no,neither,0.0,0.0,0.0
IL15RA,IL15,4,-8.97,-7.7,-17.29,-16.22,1.36,-3.56,0.6592,-0.2756,no,trend,human_only,0.0,0.0123,0.0061
IL2RA,IL15,4,-0.97,-7.7,-4.37,-16.22,0.04,-3.56,0.0282,-0.2756,no,trend,human_only,0.0,0.009,0.0045
IL2RB,IL15,4,-0.03,-7.7,-1.35,-16.22,0.08,-3.56,0.5978,-0.2756,no,trend,human_only,0.0,0.0091,0.0046
IL2RG,IL15,4,7.88,-7.7,0.68,-16.22,0.03,-3.56,0.4209,-0.2756,yes,trend,CONSERVED_relaxed,0.039,0.009,0.024
CD4,IL16,4,-0.19,-6.76,-4.06,-6.91,-0.07,-0.37,-0.4882,-0.041,no,no,neither,0.0,0.0,0.0
GRIN2C,IL16,3,-0.0,-6.76,-0.06,-6.91,0.51,-0.37,0.6241,-0.041,no,trend,human_only,0.0,0.0022,0.0011
GRIN2D,IL16,4,6.24,-6.76,1.82,-6.91,0.25,-0.37,0.7131,-0.041,yes,trend,CONSERVED_relaxed,0.0325,0.0015,0.017
KCNA3,IL16,3,-0.0,-6.76,-2.33,-6.91,-0.0,-0.37,-16.5645,-0.041,no,no,neither,0.0,0.0,0.0
KCND1,IL16,3,8.42,-6.76,1.68,-6.91,0.11,-0.37,0.5874,-0.041,yes,trend,CONSERVED_relaxed,0.038,0.0012,0.0196
KCND2,IL16,3,-1.5,-6.76,-3.01,-6.91,0.64,-0.37,0.738,-0.041,no,trend,human_only,0.0,0.0025,0.0013
KCNJ10,IL16,4,-0.04,-6.76,-4.71,-6.91,3.46,-0.37,1.2723,-0.041,no,trend,human_only,0.0,0.0096,0.0048
KCNJ15,IL16,4,70.8,-6.76,51.67,-6.91,-0.03,-0.37,-0.4231,-0.041,yes,no,mouse_only,0.1939,0.0,0.097
KCNJ4,IL16,3,0.26,-6.76,0.14,-6.91,-0.02,-0.37,-0.171,-0.041,trend,no,mouse_only,0.0176,0.0,0.0088
IL17RA,IL17A,4,3.69,,-5.39,,1.09,,0.2328,,no_data,no,neither,0.0,0.0,0.0
IL17RC,IL17A,4,23.81,,-1.23,,0.08,,-0.0768,,no_data,no,neither,0.0,0.0,0.0
IL17RB,IL17B,4,0.22,0.48,-0.88,1.37,0.46,0.14,0.9025,1.4734,no,no,neither,0.0,0.0,0.0
IL17RA,IL17F,4,3.69,-0.19,-5.39,-1.89,1.09,-0.01,0.2328,-17.2888,trend,trend,CONSERVED_relaxed,0.0097,0.0027,0.0062
IL18R1,IL18,4,-8.94,-7.58,-8.24,-9.99,0.17,-2.26,0.2614,-0.1677,no,trend,human_only,0.0,0.0061,0.003
IL18RAP,IL18,4,0.03,-7.58,-0.48,-9.99,0.0,-2.26,0.1843,-0.1677,trend,trend,CONSERVED_relaxed,0.019,0.0057,0.0123
IL1RAPL1,IL18,4,0.91,-7.58,0.32,-9.99,4.37,-2.26,0.5995,-0.1677,trend,trend,CONSERVED_relaxed,0.0212,0.0166,0.0189
IL1RL2,IL18,3,18.85,-7.58,3.2,-9.99,0.81,-2.26,0.7793,-0.1677,yes,trend,CONSERVED_relaxed,0.0661,0.0077,0.0369
IL20RA,IL19,4,0.63,0.12,2.06,1.57,0.33,0.02,0.6025,0.0825,no,no,neither,0.0,0.0,0.0
IL20RB,IL19,4,-0.48,0.12,-1.93,1.57,1.06,0.02,0.74,0.0825,no,no,neither,0.0,0.0,0.0
IL1R1,IL1A,4,56.05,-0.05,35.64,-2.54,5.35,0.04,0.3548,1.46,trend,no,mouse_only,0.1402,0.0,0.0701
IL1R2,IL1A,4,15.63,-0.05,4.64,-2.54,0.24,0.04,2.3837,1.46,trend,no,mouse_only,0.0392,0.0,0.0196
IL1RAP,IL1A,4,19.5,-0.05,3.16,-2.54,0.39,0.04,-0.0124,1.46,trend,no,mouse_only,0.0489,0.0,0.0244
ADRB2,IL1B,3,-6.01,-0.22,-7.94,-6.31,0.3,0.08,0.5924,0.5319,no,no,neither,0.0,0.0,0.0
IL1R1,IL1B,4,56.05,-0.22,35.64,-6.31,5.35,0.08,0.3548,0.5319,trend,no,mouse_only,0.1407,0.0,0.0703
IL1R2,IL1B,4,15.63,-0.22,4.64,-6.31,0.24,0.08,2.3837,0.5319,trend,no,mouse_only,0.0396,0.0,0.0198
IL1RAP,IL1B,4,19.5,-0.22,3.16,-6.31,0.39,0.08,-0.0124,0.5319,trend,no,mouse_only,0.0493,0.0,0.0247
IL1R1,IL1F10,4,56.05,,35.64,,5.35,,0.3548,,no_data,no,neither,0.0,0.0,0.0
IL1R1,IL1RN,4,56.05,-0.06,35.64,-1.56,5.35,-0.04,0.3548,-0.5114,trend,trend,CONSERVED_relaxed,0.1403,0.0135,0.0769
IL1R2,IL1RN,4,15.63,-0.06,4.64,-1.56,0.24,-0.04,2.3837,-0.5114,trend,trend,CONSERVED_relaxed,0.0392,0.0007,0.02
CD53,IL2,4,-0.67,-2.44,-4.36,-3.44,0.09,-0.02,0.3133,-18.1814,no,trend,human_only,0.0,0.0003,0.0001
IL2RA,IL2,4,-0.97,-2.44,-4.37,-3.44,0.04,-0.02,0.0282,-18.1814,no,trend,human_only,0.0,0.0001,0.0001
IL2RB,IL2,4,-0.03,-2.44,-1.35,-3.44,0.08,-0.02,0.5978,-18.1814,no,trend,human_only,0.0,0.0002,0.0001
IL2RG,IL2,4,7.88,-2.44,0.68,-3.44,0.03,-0.02,0.4209,-18.1814,yes,trend,CONSERVED_relaxed,0.0258,0.0001,0.013
NGFR,IL2,3,-0.59,-2.44,-1.81,-3.44,0.17,-0.02,0.5396,-18.1814,no,trend,human_only,0.0,0.0005,0.0002
IL20RA,IL20,4,0.63,,2.06,,0.33,-0.13,0.6025,-2.6433,no_data,trend,human_only,0.0,0.0011,0.0006
IL20RB,IL20,4,-0.48,,-1.93,,1.06,-0.13,0.74,-2.6433,no_data,trend,human_only,0.0,0.003,0.0015
IL22RA1,IL20,4,-0.25,,-1.09,,0.56,-0.13,0.4917,-2.6433,no_data,trend,human_only,0.0,0.0017,0.0009
IL21R,IL21,4,-0.22,,-1.36,,0.06,0.1,0.4637,1.7842,no_data,no,neither,0.0,0.0,0.0
IL2RG,IL21,4,7.88,,0.68,,0.03,0.1,0.4209,1.7842,no_data,no,neither,0.0,0.0,0.0
IL10RA,IL22,4,-0.4,,-2.78,,0.03,,0.1007,,no_data,no,neither,0.0,0.0,0.0
IL10RB,IL22,4,-28.35,,-50.03,,0.52,,0.0175,,no_data,no,neither,0.0,0.0,0.0
IL22RA1,IL22,4,-0.25,,-1.09,,0.56,,0.4917,,no_data,no,neither,0.0,0.0,0.0
IL22RA2,IL22,4,-0.24,,-1.81,,0.0,,-0.2925,,no_data,no,neither,0.0,0.0,0.0
IL12RB1,IL23A,4,0.05,0.26,0.3,-0.51,0.1,-0.08,0.4291,-0.7175,no,trend,human_only,0.0,0.0005,0.0002
IL23R,IL23A,4,0.12,0.26,1.45,-0.51,0.29,-0.08,1.8216,-0.7175,no,trend,human_only,0.0,0.0009,0.0005
IL20RA,IL24,4,0.63,,2.06,,0.33,0.05,0.6025,0.8176,no_data,no,neither,0.0,0.0,0.0
IL20RB,IL24,4,-0.48,,-1.93,,1.06,0.05,0.74,0.8176,no_data,no,neither,0.0,0.0,0.0
IL22RA1,IL24,4,-0.25,,-1.09,,0.56,0.05,0.4917,0.8176,no_data,no,neither,0.0,0.0,0.0
IL17RB,IL25,4,0.22,0.0,-0.88,-0.71,0.46,,0.9025,,no,no,neither,0.0,0.0,0.0
